Name	SMILES
CID52944575	CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](n2nncc2S(=O)(=O)c2ccc(C)cc2)[C@H]1O
CID52944831	CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(C(=O)NCc4ccccc4)nn3)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
CID52946042	CC(CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCC(C)O)O)CO)O)O
CID52947047	CNC(=O)c1nnn([C@H]2[C@@H](O)[C@@H](CO)O[C@@H](SC)[C@@H]2O)c1C(=O)NC
CID52947288	CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(C(=O)Nc4cccc5ccccc45)nn3)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
CID52948506	O=C(NCCc1ccccc1)c1cn([C@H]2[C@@H](O)[C@@H](CO)O[C@@H](S[C@@H]3O[C@H](CO)[C@H](O)[C@H](n4cc(C(=O)NCCc5ccccc5)nn4)[C@H]3O)[C@@H]2O)nn1
CID52948508	CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](n2cc(CO)nn2)[C@H]1O
CID53316935	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)C[C@@H](OCCCCCCCCCCCCS)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
CID53324865	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCCCCCCCCS)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
CID54768329	OC[C@H]1O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
CID71562004	OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccccc4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3ccccc3)nn2)[C@H]1O
CID71562125	OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(O)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(O)c3)nn2)[C@H]1O
CID71562126	OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(Oc5ccccc5)cc4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3ccc(Oc4ccccc4)cc3)nn2)[C@H]1O
CID71562245	[N-]=[N+]=NCCCO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](OCc3ccc(Oc4ccccc4)cc3)[C@H]2O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O
CID71562246	[N-]=[N+]=NCCCO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](OCc3ccc(Oc4ccccc4)cc3)[C@H]2O)[C@H](O)[C@H]1NC(=O)c1ccccc1
CID71562354	[N-]=[N+]=NCCCO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(Oc5ccccc5)cc4)nn3)[C@H]2O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O
CID71562355	[N-]=[N+]=NCCCO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(Oc5ccccc5)cc4)nn3)[C@H]2O)[C@H](O)[C@H]1NC(=O)c1ccccc1
CID71666586	COc1ccc2cc(CO[C@H]3[C@@H](O)[C@@H](CO)O[C@@H](S[C@@H]4O[C@H](CO)[C@H](O)[C@H](OCc5cc6ccc(OC)cc6oc5=O)[C@H]4O)[C@@H]3O)c(=O)oc2c1
CID71666730	O=c1oc2ccccc2cc1CO[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](OCc3cc4ccccc4oc3=O)[C@H]2O)[C@@H]1O
CID84973162	CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H]1NC(C)=O
CID117690143	O=c1oc2ccc(Cl)cc2cc1CO[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](OCc3cc4cc(Cl)ccc4oc3=O)[C@H]2O)[C@@H]1O
CID118436792	C1=CC(=CC(=C1)F)C2=CN(N=N2)[C@H]3[C@H]([C@H](OC([C@@H]3O)SC4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC(=CC=C6)F)O)CO)O
CID118707317	Cc1ccc(S(=O)(=O)/N=c2\oc3ccccc3cc2CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1
CID118707318	Cc1ccc(S(=O)(=O)/N=c2\oc3ccccc3cc2CO[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1
CID118707319	CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc3ccccc3o/c2=N\S(=O)(=O)c2ccc(C)cc2)[C@H]1O
CID118707320	CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc3ccccc3o/c2=N\S(=O)(=O)c2ccc(C)cc2)[C@H]1OC(C)=O
CID118707321	CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc3ccccc3o/c2=N\S(=O)(=O)c2ccccc2)[C@H]1O
CID118707322	CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc3ccccc3o/c2=N\S(=O)(=O)c2ccccc2)[C@H]1OC(C)=O
CID118707323	CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc3ccccc3oc2=O)[C@H]1O
CID118714730	CC(=O)N[C@H]1[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(=O)c3ccccc3)[C@H]2O)[C@@H](CO)O[C@H]1O
CID118714731	COc1c(F)c(F)c(C(=O)N[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](NC(C)=O)[C@H](O)O[C@@H]3CO)[C@@H]2O)c(F)c1F
CID121493958	OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccsc4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3ccsc3)nn2)[C@H]1O
CID122181347	CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cn([C@H](C(=O)O)[C@@H](C)O)nn2)[C@H]1O
CID122181348	CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cn([C@@H](Cc3ccccc3)C(=O)O)nn2)[C@H]1O
CID122181349	CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cn([C@@H](Cc3cc4ccccc4[nH]3)C(=O)O)nn2)[C@H]1O
CID122181350	CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cn([C@@H](CCCCN)C(=O)O)nn2)[C@H]1O
CID122181351	CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cn([C@@H](CC(=O)O)C(=O)O)nn2)[C@H]1O
CID122181352	CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cn([C@@H](Cc3ccc(O)cc3)C(=O)O)nn2)[C@H]1O
CID122181353	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCOCCOCCn3cc(CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)nn3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
CID122443352	N#Cc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1Cl
CID122443390	OC[C@H]1O[C@H](Sc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O
CID122443407	OC[C@H]1O[C@H](Sc2ccc(Cl)cc2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O
CID122443411	OC[C@H]1O[C@H](Sc2cccc(Cl)c2Cl)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O
CID122443434	OC[C@H]1O[C@H](Sc2cccc(I)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O
CID122443461	OC[C@H]1O[C@H](Sc2cccc(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O
CID122443477	Cc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1
CID122443490	OC[C@H]1O[C@H](Oc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O
CID122443514	CCS[C@H]1O[C@H](CO)[C@H](O)[C@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O
CID122443516	OC[C@H]1O[C@H](Sc2ccccc2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O
CID126508433	OC[C@@H]1O[C@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(F)cc4)nn3)[C@H]2O)[C@@H](O)[C@H](n2cc(-c3ccc(F)cc3)nn2)[C@@H]1O
CID132188488	OC[C@H]1O[C@H](Sc2cccc(Br)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O
CID134812702	OC[C@H]1O[C@@H](Sc2cccc(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O
CID137631879	OC[C@H]1O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)cc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cc(F)cc(F)c3)nn2)[C@H]1O
CID137632583	OC[C@H]1O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(F)cc4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3ccc(F)cc3)nn2)[C@H]1O
CID137633300	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)cc(F)c4)nn3)[C@H]2O)cc1
CID137634398	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(Cl)cc4)nn3)[C@H]2O)cc1
CID137636008	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(Cl)c4)nn3)[C@H]2O)cc1
CID137636032	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccccc4F)nn3)[C@H]2O)cc1
CID137636038	O=c1oc2ccc(F)c(F)c2cc1CO[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)[C@@H]1O
CID137636485	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(Cl)c(Cl)c4)nn3)[C@H]2O)cc1
CID137639120	O=C(NCc1cn([C@H]2[C@@H](O)[C@@H](CO)O[C@@H](SS[C@@H]3O[C@H](CO)[C@H](O)[C@H](n4cc(-c5cc(F)c(F)c(F)c5)nn4)[C@H]3O)[C@@H]2O)nn1)c1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21
CID137639900	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(F)c(C)c4)nn3)[C@H]2O)cc1
CID137642445	O=C(NCc1cn([C@H]2[C@@H](O)[C@@H](CO)O[C@@H](SS[C@@H]3O[C@H](CO)[C@H](O)[C@H](n4cc(-c5cccc(F)c5)nn4)[C@H]3O)[C@@H]2O)nn1)c1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21
CID137644984	OC[C@H]1O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O
CID137645144	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(F)c(F)c4)nn3)[C@H]2O)cc1
CID137645903	O=c1oc2ccc(F)c(F)c2cc1CO[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@@H]1O
CID137648893	O=c1oc2ccc(F)c(F)c2cc1CO[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@H](OCc3cc4c(F)c(F)ccc4oc3=O)[C@H]2O)[C@@H]1O
CID137650490	CCCCNC(=O)c1cn([C@H]2[C@@H](O)[C@@H](CO)O[C@@H](SS[C@@H]3O[C@H](CO)[C@H](O)[C@H](n4cc(-c5cc(F)c(F)c(F)c5)nn4)[C@H]3O)[C@@H]2O)nn1
CID137651168	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(Br)cc4)nn3)[C@H]2O)cc1
CID137651606	OC[C@H]1O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccccc4F)nn3)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
CID137654864	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)cc1
CID137655036	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1
CID137655629	CCCCNC(=O)c1cn([C@H]2[C@@H](O)[C@@H](CO)O[C@@H](SS[C@@H]3O[C@H](CO)[C@H](O)[C@H](OCc4cc5c(F)c(F)ccc5oc4=O)[C@H]3O)[C@@H]2O)nn1
CID137656955	OC[C@H]1O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O
CID137657709	OC[C@H]1O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(F)c(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3ccc(F)c(F)c3)nn2)[C@H]1O
CID137661174	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccccc4)nn3)[C@H]2O)cc1
CID137661718	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccc(F)cc4)nn3)[C@H]2O)cc1
CID137662171	CCCCNC(=O)c1cn([C@H]2[C@@H](O)[C@@H](CO)O[C@@H](SS[C@@H]3O[C@H](CO)[C@H](O)[C@H](n4cc(C(=O)NCCCC)nn4)[C@H]3O)[C@@H]2O)nn1
CID153864294	OC[C@H]1O[C@H](S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4ccccc4C(F)(F)F)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3ccccc3C(F)(F)F)nn2)[C@H]1O
CID155510379	COc1cccc(N[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](OC)[C@@H]2O)c1
CID155510726	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3cccc(F)c3)nc(N)n2)[C@H]1O
CID155512351	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3cccc(-c4ccccc4)c3)nc(N)n2)[C@H]1O
CID155513255	COc1ccc(N[C@@H]2[C@@H](O)[C@@H](Sc3ccc(Cl)c(Cl)c3)O[C@H](CO)[C@@H]2O)cc1
CID155515859	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3ccccc3F)nc(N)n2)[C@H]1O
CID155518319	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](Nc2ccc(F)c(F)c2)[C@H]1O
CID155518666	Cc1ccc(N[C@@H]2[C@@H](O)[C@@H](Sc3ccc(Cl)c(Cl)c3)O[C@H](CO)[C@@H]2O)cc1C
CID155519777	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](Nc2ccc(C)c(C)c2)[C@H]1O
CID155520645	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3cccc(C)c3)nc(N)n2)[C@H]1O
CID155523170	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3ccc(C)cc3)nc(N)n2)[C@H]1O
CID155523559	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3ccc(F)cc3)nc(N)n2)[C@H]1O
CID155527079	C1=CC(=CC=C1C2=NC(=NC(=C2)CO[C@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)SC4=CC(=C(C=C4)Cl)Cl)CO)O)N)Cl
CID155530852	OC[C@H]1O[C@H](Sc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](Nc2cccc(Cl)c2)[C@H]1O
CID155537069	COc1ccc(N[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](OC)[C@@H]2O)cc1
CID155538005	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3ccc(Br)cc3)nc(N)n2)[C@H]1O
CID155538081	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3ccc(-c4ccccc4)cc3)nc(N)n2)[C@H]1O
CID155538998	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](Nc2cccc(C)c2)[C@H]1O
CID155539183	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3ccc4ccccc4c3)nc(N)n2)[C@H]1O
CID155549274	CO[C@@H]1O[C@H](CO)[C@H](O)[C@@H](Nc2ccc(F)c(F)c2)[C@H]1O
CID155551949	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3ccc(Cl)cc3)nc(N)n2)[C@H]1O
CID155554378	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](Nc2ccc(C)cc2)[C@H]1O
CID155554696	COc1cccc(N[C@@H]2[C@@H](O)[C@@H](Sc3ccc(Cl)c(Cl)c3)O[C@H](CO)[C@@H]2O)c1
CID155554894	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](Nc2ccccc2)[C@H]1O
CID155557796	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3cccc4ccccc34)nc(N)n2)[C@H]1O
CID155560737	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3ccc(C(C)(C)C)cc3)nc(N)n2)[C@H]1O
CID155563008	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](Nc2cccc(Cl)c2)[C@H]1O
CID155565083	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3cccc(Cl)c3)nc(N)n2)[C@H]1O
CID155566207	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc(-c3ccccc3)nc(N)n2)[C@H]1O
